Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Ma, L; Cao, LJ; Hoffmann, AA; Gong, YJ; Chen, JC; Chen, HS; Wang, XB; Zeng, AP; Wei, SJ; Zhou, ZS",,,,"Ma, Ling; Cao, Li-Jun; Hoffmann, Ary A.; Gong, Ya-Jun; Chen, Jin-Cui; Chen, Hong-Song; Wang, Xu-Bo; Zeng, Ai-Ping; Wei, Shu-Jun; Zhou, Zhong-Shi",,,Rapid and strong population genetic differentiation and genomic signatures of climatic adaptation in an invasive mealybug,DIVERSITY AND DISTRIBUTIONS,,,,,,,,,,,,"Aim A growing number of studies suggest that adaptation of invasive species plays key roles in their successful establishment in novel environments. However, adaptation of invasive species to climatic conditions remains poorly characterized. This study aimed to understand the population genetic structure produced by the cotton mealybug Phenacoccus solenopsis invasion and to identify preliminary signals of selection during its range expansion. Location China. Methods We examined genetic structure of 11 populations across China using SNPs, microsatellites and a segment of mitochondrial cox1 gene. ADMIXTURE, STRUCTURE and DAPC were used to infer population genetic structure; the dispersal routes were reconstructed by the DIYABC; SNPs potentially related to climate adaptation were identified by using four populations differentiation methods and three environmental association methods. Results Strong genetic differentiation was found among populations with F-ST values ranging from 0.097 to 0.640 based on SNPs. Populations located at the northern expansion edge exhibited the highest genetic differentiation and the lowest genetic diversity. Demographic analyses indicated that all populations were introduced from a single source population with small effective size and low recent gene flow. RDA analysis showed that climatic variables explained a higher proportion of genetic variance (43%) compared to population structure variables (15%). The top climatic variables associated with genetic differentiation were precipitation of the mean temperature of warmest quarter, mean temperature of driest quarter and isothermality. Genes related to climate candidate SNPs were mainly enriched to pathways of development, energy and xenobiotic metabolisms. Main conclusions We found that extremely rapid and strong population genetic differentiation among populations appears to have developed after introduction in the cotton mealybug. Our study points to rapid neutral evolution and suggests possible climatic adaptation despite low genetic diversity in this invasive species.",,,,"Wei, Shu-Jun/C-1109-2011","Wei, Shu-Jun/0000-0001-7398-0968; Hoffmann, Ary/0000-0001-9497-7645",,,,,,,,,,,,1366-9516,1472-4642,,,,MAY,2020,26,5,,,,,610,622,,10.1111/ddi.13053,,,,,,,WOS:000522565100006,,,,,,
J,"Arroyave, J; Denton, JSS; Stiassny, MLJ",,,,"Arroyave, Jairo; Denton, John S. S.; Stiassny, Melanie L. J.",,,Pattern and timing of diversification in the African freshwater fish genus Distichodus (Characiformes: Distichodontidae),BMC EVOLUTIONARY BIOLOGY,,,,,,,,,,,,"Background Distichodus is a clade of tropical freshwater fishes currently comprising 25 named species distributed continent-wide throughout the Nilo-Sudan and most Sub-Saharan drainages. This study investigates the phylogenetic relationships, timing of diversification, and biogeographic history of the genus from a taxonomically comprehensive mutilocus dataset analyzed using Maximum Likelihood and Bayesian methods of phylogenetic inference, coalescence-based species-tree estimation, divergence time estimation, and inference of geographic range evolution. Results Analyses of comparative DNA sequence data in a phylogenetic context reveal the existence of two major clades of similar species-level diversity and provide support for the monophyletic status of most sampled species. Biogeographic reconstruction on a time-scaled phylogeny suggest that the origins of the genus date back to the late Oligocene and that current geographic distributions are the result of a Congo Basin origin followed by dispersal and range expansion into adjacent ichthyofaunal provinces at different times during the evolutionary history of the group. Conclusions We present the most comprehensive phylogenetic, chronological, and biogeographic treatment yet conducted for the genus. The few instances of species paraphyly (D. teugelsi, D. fasciolatus) revealed by the resulting phylogenies are likely a consequence of post-divergence introgressive hybridization and/or incomplete lineage sorting due to recent speciation. Historical biogeographic findings are both in agreement and conflict with previous studies of other continent-wide African freshwater fish genera, suggesting a complex scenario for the assemblage of Africa's continental ichthyofaunal communities.",,,,"Arroyave, Jairo/AAS-5895-2020","Arroyave, Jairo/0000-0002-5389-1789",,,,,,,,,,,,1471-2148,,,,,APR 26,2020,20,1,,,,,,,48,10.1186/s12862-020-01615-6,,,,,,,WOS:000530348700001,32336263,,,,,
J,"Leonard, AM; Lancaster, LT",,,,"Leonard, Aoife M.; Lancaster, Lesley T.",,,Maladaptive plasticity facilitates evolution of thermal tolerance during an experimental range shift,BMC EVOLUTIONARY BIOLOGY,,,,,,,,,,,,"Background Many organisms are responding to climate change with dramatic range shifts, involving plastic and genetic changes to cope with novel climate regimes found at higher latitudes. Using experimental lineages of the seed beetle Callosobruchus maculatus, we simulated the initial phase of colonisation to progressively cooler and/or more variable conditions, to investigate how adaptation and phenotypic plasticity contribute to shifts in thermal tolerance during colonisation of novel climates. Results We show that heat and cold tolerance rapidly evolve during the initial stages of adaptation to progressively cooler and more variable climates. The evolved shift in cold tolerance is, however, associated with maladaptive plasticity under the novel conditions, resulting in a pattern of countergradient variation between the ancestral and novel, fluctuating thermal environment. In contrast, lineages exposed to progressively cooler, but constant, temperatures over several generations expressed only beneficial plasticity in cold tolerances and no evolved response. Conclusions We propose that thermal adaptation during a range expansion to novel, more variable climates found at high latitudes and elevations may typically involve genetic compensation arising from maladaptive plasticity in the initial stages of adaptation, and that this form of (countergradient) thermal adaptation may represent an opportunity for more rapid and labile evolutionary change in thermal tolerances than via classic genetic assimilation models for thermal tolerance evolution (i.e., selection on existing reaction norms). Moreover, countergradient variation in thermal tolerances may typically mask cryptic genetic variability for these traits, resulting in apparent evolutionary stasis in thermal traits.",,,,,"Leonard, Aoife/0000-0002-0785-6106",,,,,,,,,,,,1471-2148,,,,,APR 23,2020,20,1,,,,,,,47,10.1186/s12862-020-1589-7,,,,,,,WOS:000530108100001,32326878,,,,,
J,"Carvalho, J; Hipolito, D; Santarem, F; Martins, R; Gomes, A; Carmo, P; Rodrigues, R; Grosso-Silva, J; Fonseca, C",,,,"Carvalho, Joao; Hipolito, Dario; Santarem, Frederico; Martins, Raquel; Gomes, Alberto; Carmo, Paulo; Rodrigues, Rogerio; Grosso-Silva, Jose; Fonseca, Carlos",,,Patterns of Vespa velutina invasion in Portugal using crowdsourced data,INSECT CONSERVATION AND DIVERSITY,,,,,,,,,,,,"The invasive yellow-legged hornet (Vespa velutina) was first detected in mainland Portugal in September 2001. The lack of information regarding the processes of species spread has hampered the development of adequate measures to mitigate the potential impact of this invasive predator. Crowdsourced data, i.e., information opportunistically reported by citizens, can facilitate the collection of numerous species occurrence records over large spatial scales, which can be valuable to understand the expansion of invasive species. Here, using validated crowdsourced data on the precise location of 49 013 nests, we: (i) update information regarding V. velutina distribution in Portugal; (ii) estimate the species expansion rate; and (iii) analyse the patterns of nests distribution at national and local scales. The species is currently distributed over an area of approximately 57 000 km(2), which corresponds to 62% of mainland Portugal. We estimated an average rate of 37.4 +/- 13.2 km/year for V. velutina expansion. Vespa velutina nests presented an aggregated distribution and nest density at the urban local-scale was estimated in 5.4 +/- 3.3 nests/km(2). The observed decrease in the nearest-neighbour nest distance over the years suggests that the density of nests has not reached its limit. We advocate that the development of a cheap and rapid method for nest detection and the study of fine-scale mechanisms leading to V. velutina dispersal are important steps to identify colonisation pathways and plan management approaches aiming to halt species spread and impact in apiaries.",,,,"Grosso-Silva, Jose Manuel/L-9415-2013; Gomes, Alberto/B-6565-2011; Hipolito, Dario/A-2820-2017; Santarem, Frederico/A-4854-2015","Gomes, Alberto/0000-0002-1764-0659; Hipolito, Dario/0000-0002-2985-1314; Santarem, Frederico/0000-0003-3271-1627; Martins, Raquel/0000-0003-2775-4411; Carvalho, Joao/0000-0002-9792-9259",,,,,,,,,,,,1752-458X,1752-4598,,,,SEP,2020,13,5,,,,,501,507,,10.1111/icad.12418,,APR 2020,,,,,WOS:000527845400001,,,,,,
J,"Magnoli, SM",,,,"Magnoli, Susan M.",,,Rapid adaptation (or not) in restored plant populations,EVOLUTIONARY APPLICATIONS,,,,,,,,,,,,"Mismatches between the traits of a colonizing population and a novel habitat can generate strong selection, potentially resulting in rapid adaptation. However, for most colonization events, it can be difficult to detect rapid adaptation or distinguish it from nonadaptive evolutionary changes. Here, I take advantage of a replicated prairie restoration experiment to compare recently established plant populations in two closely located restored prairies to each other and to their shared source population to test for rapid adaptation. Using a reciprocal transplant experiment six years after the populations were established, I found that one restored plant population showed evidence of adaptation, outperforming the other restored population when grown at its home site. In contrast, I detected no evidence for adaptation at the other site. These findings demonstrate that while rapid adaptation can occur in colonizing plant populations, it may not be the rule. Better understanding of when adaptation may or may not occur in these contexts may help us use evolution to our advantage, potentially improving establishment of desirable species in restored habitats.",,,,,"Magnoli, Susan/0000-0002-1022-1945",,,,,,,,,,,,1752-4571,,,,,SEP,2020,13,8,,,,,2030,2037,,10.1111/eva.12959,,APR 2020,,,,,WOS:000527853000001,32908602,,,,,
J,"Chang, AL; Carlton, JT; Brown, CW; Ruiz, GM",,,,"Chang, Andrew L.; Carlton, James T.; Brown, Christopher W.; Ruiz, Gregory M.",,,Down the up staircase: Equatorward march of a cold-water ascidian and broader implications for invasion ecology,DIVERSITY AND DISTRIBUTIONS,,,,,,,,,,,,"Aim While warming temperatures are expected to facilitate the poleward movement of species previously restricted to more equatorial waters, the arrival and persistence of cold-water species in more equatorward waters are relatively unprecedented. The native north-east Pacific ascidian Corella inflata Huntsman, 1912, has spread southward and invaded new regions along the North American Pacific coast, a rare example of a marine species moving towards the equator. Here, we document C. inflata's equatorward movement and potential impact, assess several hypotheses for its spread and consider implications for invasion ecology. Location North American Pacific Coast (Puget Sound to San Francisco Bay). Methods We recorded the southward movement of C. inflata by compiling records from the literature, conducting informal searches and conducting standardized fouling community surveys at sites from the southern border of C. inflata's native range in Puget Sound to San Francisco Bay. Within San Francisco Bay, we recorded C. inflata's arrival and potential impact by conducting standardized surveys across an 18-year period encompassing the invasion. Results First collected outside its native range in Coos Bay, Oregon, in 2004, C. inflata was subsequently detected 1,000 km south of its historical distribution by 2008 in San Francisco and Humboldt Bays, California. At times, this large, conspicuous solitary ascidian became locally abundant in San Francisco Bay fouling communities, which showed significant shifts in species composition and relative abundance at invaded sites concomitant with C. inflata's arrival. Main conclusions The recent southward movement of C. inflata runs counter to global warming expectations and may be linked to undetected changes in vessel traffic patterns, rather than natural range expansion. However, an understanding of the one or more processes that would serve to explain the equatorward movement of this cold-water affinity marine species remains elusive.",,,,"Chang, Andrew/J-8058-2016","Chang, Andrew/0000-0002-7870-285X; Ruiz, Gregory/0000-0003-2499-441X; Carlton, James/0000-0002-3748-8893",,,,,,,,,,,,1366-9516,1472-4642,,,,JUL,2020,26,7,,,,,881,896,,10.1111/ddi.13055,,APR 2020,,,,,WOS:000527070200001,,,,,,
J,"van Boheemen, LA; Hodgins, KA",,,,"van Boheemen, Lotte A.; Hodgins, Kathryn A.",,,Rapid repeatable phenotypic and genomic adaptation following multiple introductions,MOLECULAR ECOLOGY,,,,,,,,,,,,"Uncovering the genomic basis of repeated adaption can provide important insights into the constraints and biases that limit the diversity of genetic responses. Demographic processes such as admixture or bottlenecks affect genetic variation underlying traits experiencing selection. The impact of these processes on the genetic basis of adaptation remains, however, largely unexamined empirically. We here test repeatability in phenotypes and genotypes along parallel climatic clines within the native North American and introduced European and Australian Ambrosia artemisiifolia ranges. To do this, we combined multiple lines of evidence from phenotype-environment associations, F-ST-like outlier tests, genotype-environment associations and genotype-phenotype associations. We used 853 individuals grown in common garden from 84 sampling locations, targeting 19 phenotypes, >83 k SNPs and 22 environmental variables. We found that 17%-26% of loci with adaptive signatures were repeated among ranges, despite alternative demographic histories shaping genetic variation and genetic associations. Our results suggest major adaptive changes can occur on short timescales, with seemingly minimum impacts due to demographic changes linked to introduction. These patterns reveal some predictability of evolutionary change during range expansion, key in a world facing ongoing climate change, and rapid invasive spread.",,,,"van Boheemen, Lotte/C-5382-2017","van Boheemen, Lotte/0000-0001-9199-7704",,,,,,,,,,,,0962-1083,1365-294X,,,,NOV,2020,29,21,,,,,4102,4117,,10.1111/mec.15429,,APR 2020,,,,,WOS:000527089800001,32246535,,,,,
J,"Wu, YK; Bogdanowicz, SM; Andres, JA; Vieira, KA; Wang, BD; Cosse, A; Pfister, SE",,,,"Wu, Yunke; Bogdanowicz, Steven M.; Andres, Jose A.; Vieira, Kendra A.; Wang, Baode; Cosse, Allard; Pfister, Scott E.",,,"Tracking invasions of a destructive defoliator, the gypsy moth (Erebidae: Lymantria dispar): Population structure, origin of intercepted specimens, and Asian introgression into North America",EVOLUTIONARY APPLICATIONS,,,,,,,,,,,,"Genetic data can help elucidate the dynamics of biological invasions, which are fueled by the constant expansion of international trade. The introduction of European gypsy moth (Lymantria dispar dispar) into North America is a classic example of human-aided invasion that has caused tremendous damage to North American temperate forests. Recently, the even more destructive Asian gypsy moth (mainly L. d. asiatica and L. d. japonica) has been intercepted in North America, mostly transported by cargo ships. To track invasion pathways, we developed a diagnostic panel of 60 DNA loci (55 nuclear and 5 mitochondrial) to characterize worldwide genetic differentiation within L. dispar and its sister species L. umbrosa. Hierarchical analyses supported strong differentiation and recovered five geographic groups that correspond to (1) North America, (2) Europe plus North Africa and Middle East, (3) the Urals, Central Asia, and Russian Siberia, (4) continental East Asia, and (5) the Japanese islands. Interestingly, L. umbrosa was grouped with L. d. japonica, and the introduced North American population exhibits remarkable distinctiveness from contemporary European counterparts. Each geographic group, except for North America, shows additional lower-level structures when analyzed individually, which provided the basis for inference of the origin of invasive specimens. Two assignment approaches consistently identified a coastal area of continental East Asia as the major source for Asian invasion during 2014-2015, with Japan being another source. By analyzing simulation and laboratory crosses, we further provided evidence for the occurrence of natural Asian-North American hybrids in the Pacific Northwest, raising concerns for introgression of Asian alleles that may accelerate range expansion of gypsy moth in North America. Our study demonstrates how genetic data contribute to bio-surveillance of invasive species with results that can inform regulatory management and reduce the frequency of trade-associated invasions.",,,,,"Wu, Yunke/0000-0002-6375-6580",,,,,,,,,,,,1752-4571,,,,,SEP,2020,13,8,,,,,2056,2070,,10.1111/eva.12962,,APR 2020,,,,,WOS:000526690900001,32908604,,,,,
J,"Ward, SF; Fei, SL; Liebhold, AM",,,,"Ward, Samuel F.; Fei, Songlin; Liebhold, Andrew M.",,,Temporal dynamics and drivers of landscape-level spread by emerald ash borer,JOURNAL OF APPLIED ECOLOGY,,,,,,,,,,,,"Non-native insects pose threats to forest health and often spread via stratified dispersal in which long-distance jumps cause elevated rates of range expansion. Quantifying patterns and developing models of spread are central to understanding drivers of invasion and forecasting future invasions. We investigated the utility of models for characterizing and predicting spread of emerald ash borer (EAB), quantified temporal dynamics of spread and identified correlates of county-level invasion risk. We estimated rates and frequency of EAB spread and length of long-distance jumps throughout the contiguous USA from 1997 to 2018 and compared observed patterns with model predictions. A time-to-event model was then developed at the county level to assess the influence of habitat characteristics and propagule pressure on invasion risk. The final model was used to forecast invasion risk across the contiguous USA. Range expansion by EAB accorded well with model predictions. Following the initial establishment phase, range expansion rates were biphasic, shifting to a faster, linear pattern around 2002 and then declining from 2015 onwards. From 2003 onwards, EAB invaded 6-134 new counties per year, including a mean of 14 discrete jumps per year averaging 93 +/- 7 SE km. Risk of spread was positively associated with proximity to previously invaded areas, human population density and densities of ash and non-ash trees in rural forests but negatively associated with temperature. Synthesis and applications. At the regional level, the invasion by emerald ash borer appears to be entering the saturation phase, indicating that most high-risk counties in the eastern USA have been invaded. Even though spread has recently slowed, counties in close proximity to invaded areas and that have high densities of humans and trees are at the greatest risk of becoming invaded. Taken together, our findings provide insight into historical and future dynamics of range expansion by emerald ash borer, which can be used to guide risk assessments for potential invaders capable of frequent long-distance dispersal.",,,,,"Fei, Songlin/0000-0003-2772-0166; Ward, Samuel/0000-0002-3206-4880",,,,,,,,,,,,0021-8901,1365-2664,,,,JUN,2020,57,6,,,,,1020,1030,,10.1111/1365-2664.13613,,APR 2020,,,,,WOS:000525825400001,,,,,,
J,"Okamoto, U; Shirahama, S; Nasu, S; Miyauchi, H; Tokuda, M",,,,"Okamoto, Uchu; Shirahama, Shohei; Nasu, Shota; Miyauchi, Hiroyuki; Tokuda, Makoto",,,Host range expansion of a Polygonaceae-associated leaf beetle to an invasive aquatic plant Myriophyllum aquaticum (Haloragaceae),ARTHROPOD-PLANT INTERACTIONS,,,,,,,,,,,,"The expansion of available resources leads organisms to adapt to novel niches and create new biological interactions. Galerucella grisescens (Coleoptera: Chrysomelidae) is usually associated with Polygonaceae in Japan but a population feeding on an invasive plant species Myriophyllum aquaticum (Haloragaceae) was found in Chiba Prefecture, Honshu. To infer the process of host range expansion and possible rapid adaptations of G. grisescens to M. aquaticum, we studied larval host plant suitability and female oviposition site preference by G. grisescens in different strains. In laboratory rearing experiments, adult body weight and egg mass size of G. grisescens were smaller on M. aquaticum than on the native host Persicaria lapathifolia (Polygonaceae), suggesting that Polygonaceae are more suitable hosts for G. grisescens than M. aquaticum. On M. aquaticum, the larval survival rate was significantly higher in the Chiba strain collected from M. aquaticum than in the Saga strain originating from Polygonaceae. This raises the possibility that the Chiba strain rapidly adapted to M. aquaticum and improved survival rate on the plant. Oviposition site preference of G. grisescens females was slightly different between individuals reared on Polygonaceae and M. aquaticum. These results suggest that G. grisescens represents early stages of ecological adaptation to the introduced plant and it is a possible biological control agent against M. aquaticum.",,,,,,,,,,,,,,,,,1872-8855,1872-8847,,,,AUG,2020,14,4,,,,,491,497,,10.1007/s11829-020-09764-7,,APR 2020,,,,,WOS:000526641700001,,,,,,
J,"Cao, YN; Zhu, SS; Chen, J; Comes, HP; Wang, IJ; Chen, LY; Sakaguchi, S; Qiu, YX",,,,"Cao, Ya-Nan; Zhu, Shan-Shan; Chen, Jun; Comes, Hans P.; Wang, Ian J.; Chen, Lu-Yao; Sakaguchi, Shota; Qiu, Ying-Xiong",,,"Genomic insights into historical population dynamics, local adaptation, and climate change vulnerability of the East Asian Tertiary relict Euptelea (Eupteleaceae)",EVOLUTIONARY APPLICATIONS,,,,,,,,,,,,"The warm-temperate and subtropical climate zones of East Asia are a hotspot of plant species richness and endemism, including a noticeable number of species-poor Tertiary relict tree genera. However, little is understood about when East Asian Tertiary relict plants diversified, how they responded demographically to past environmental change, and to what extent their current genomic composition (and adaptive capacity) might mitigate the effects of global warming. Here, we obtained genomic (RAD-SNP) data for 171 samples from two extant species of Euptelea in China (24 E. pleiosperma populations) and Japan (11 E. polyandra populations) to elucidate their divergence and demographic histories, genome-wide associations with current environmental variables, and genomic vulnerability to future climate change. Our results indicate that Late Miocene changes in climate and/or sea level promoted species divergence, whereas Late Pliocene uplifting in southwest China likely fostered lineage divergence within E. pleiosperma. Its subsequent range expansion into central/east (CE) China bears genomic signatures of climate-driven selection, yet extant CE populations are predicted to be most vulnerable to future climate change. For E. polyandra, geography was the only significant predictor of genomic variation. Our findings indicate a profound impact of Late Neogene geological and climate change on the evolutionary history of Euptelea, with much stronger signals of local adaptation left in China than in Japan. This study deepens our understanding of the complex evolutionary forces that influence the distribution of genetic variation of Tertiary relict trees, and provides insights into their susceptibility to global change and potential for adaptive responses. Our results lay the groundwork for future conservation and restoration programs for Euptelea.",,,,"Wang, Ian/G-3260-2010","Wang, Ian/0000-0003-2554-9414",,,,,,,,,,,,1752-4571,,,,,SEP,2020,13,8,,,,,2038,2055,,10.1111/eva.12960,,APR 2020,,,,,WOS:000525992700001,32908603,,,,,
J,"Hoyos, V; Plaza, G; Li, X; Caicedo, AL",,,,"Hoyos, Veronica; Plaza, Guido; Li, Xiang; Caicedo, Ana L.",,,"Something old, something new: Evolution of Colombian weedy rice (Oryza spp.) through de novo de-domestication, exotic gene flow, and hybridization",EVOLUTIONARY APPLICATIONS,,,,,,,,,,,,"Weedy rice (Oryza spp.) is a worldwide weed of domesticated rice (O. sativa), considered particularly problematic due to its strong competition with the crop, which leads to reduction in yields and harvest quality. Several studies have established multiple independent origins for weedy rice populations in the United States and various parts of Asia; however, the origins of weedy rice in South America have not been examined in a global context. We evaluated the genetic variation of weedy rice populations in Colombia, as well as the contributions of local wild Oryza species, local cultivated varieties, and exotic Oryza groups to the weed, using polymorphism generated by genotyping by sequencing (GBS). We found no evidence for genomic contributions from local wild Oryza species (O. glumaepatula, O. grandiglumis, O. latifolia, and O. alta) to Colombian weedy rice. Instead, Colombian weedy rice has evolved from local indica cultivars and has also likely been inadvertently imported as an exotic pest from the United States. Additionally, weeds comprising de novo admixture between these distinct weedy populations now represent a large proportion of genomic backgrounds in Colombian weedy rice. Our results underscore the impressive ability of weedy rice to evolve through multiple evolutionary pathways, including in situ de-domestication, range expansion, and hybridization.",,,,"Hoyos, Veronica/AAV-4294-2020","Hoyos, Veronica/0000-0002-2313-7419; Caicedo, Ana/0000-0002-0378-6374; Plaza, Guido/0000-0002-6029-0818",,,,,,,,,,,,1752-4571,,,,,SEP,2020,13,8,,,,,1968,1983,,10.1111/eva.12955,,APR 2020,,,,,WOS:000528048900001,32908598,,,,,
J,"Iknayan, KJ; Beissinger, SR",,,,"Iknayan, Kelly J.; Beissinger, Steven R.",,,In transition: Avian biogeographic responses to a century of climate change across desert biomes,GLOBAL CHANGE BIOLOGY,,,,,,,,,,,,"Transition zones between biomes, also known as ecotones, are areas of pronounced ecological change. They are primarily maintained by abiotic factors and disturbance regimes that could hinder or promote species range shifts in response to climate change. We evaluated how climate change has affected metacommunity dynamics in two adjacent biomes and across their ecotone by resurveying 106 sites that were originally surveyed for avian diversity in the early 20th century by Joseph Grinnell and colleagues. The Mojave, a warm desert, and the Great Basin, a cold desert, have distinct assemblages and meet along a contiguous, east-west boundary. Both deserts substantially warmed over the past century, but the Mojave dried while the Great Basin became wetter. We examined whether the distinctiveness and composition of desert avifaunas have changed, if species distributions shifted, and how the transition zone impacted turnover patterns. Avifauna change was characterized by (a) reduced occupancy, range contractions, and idiosyncratic species redistributions; (b) degradation of historic community structure, and increased taxonomic and climatic differentiation of the species inhabiting the two deserts; and (c) high levels of turnover at the transition zone but little range expansion of species from the warm, dry Mojave into the cooler, wetter Great Basin. Although both deserts now support more drier and warmer tolerant species, their bird communities still occupy distinct climatological space and differ significantly in climatic composition. Our results suggest a persistent transition zone between biomes contributes to limiting the redistribution of birds, and highlight the importance of understanding how transition zone dynamics impact responses to climate change.",,,,,"Beissinger, Steven/0000-0003-1323-2727",,,,,,,,,,,,1354-1013,1365-2486,,,,JUN,2020,26,6,,,,,3268,3284,,10.1111/gcb.15030,,APR 2020,,,,,WOS:000523211000001,32027429,,,,,
J,"Jeon, YS; Ko, MH; Vasil'eva, ED; Myung, RY; Won, YJ",,,,"Jeon, Yeon Seon; Ko, Myeong-Hun; Vasil'eva, Ekaterina D.; Myung, Ra-Yeon; Won, Yong-Jin",,,"Genetic patterns reveal northward range expansion and cryptic diversity in Nalbant's spined loach, Cobitis nalbanti sensu lato (Teleostei: Cypriniformes: Cobitidae)",SYSTEMATICS AND BIODIVERSITY,,,,,,,,,,,,"The morphologically similar populations of the Korean freshwater spined loach recently described as a new species Cobitis nalbanti (Actinopterygii: Cypriniformes: Cobitidae) inhabit the rivers and streams on the Korean Peninsula that flow into the Yellow Sea and the Korea Strait. These shallow sea areas have experienced recurrent sea-level rises and falls. In this study, we investigate the impact of repeated disconnection and reconnection of rivers on the population genetics and morphological variation of C. nalbanti. A total of 264 individuals of C. nalbanti were collected from 17 localities covering the entire distribution range of this species in South Korea. We examined multi-locus genetic data including a mitochondrial gene, seven nuclear genes and eight microsatellite loci, and scrutinized 31 morphological variables based on 26 morphometric and 3 meristic characters. We uncovered a population genetic structure and noticeable morphological variation among populations approximately corresponding to the geography of river basins along the Yellow Sea. Overall genetic diversity was significantly reduced in the more northern populations, suggesting range expansion from ancestral southern populations into northern rivers via the paleo-Yellow River system in the Yellow Sea during glacial periods of lowered sea levels. A northward range expansion hypothesis was strongly supported by the reconstruction of geographic ranges of ancestral species and/or populations based on phylogenetic analyses. Both mitochondrial and nuclear phylogenetic trees revealed a relatively highly divergent lineage of C. nalbanti in the southernmost populations (Tamjin lineage). Noticeable differences in morphological variables between the Tamjin lineage and other lineages of C. nalbanti also suggest potential separate specific status of the former. The close phylogenetic relationships between the Tamjin lineage and the Japanese species of Cobitis signify interaction or exchange between the Korean and Japanese cobitids and imply that there was historically at least one freshwater passage on the terrestrial bridge between the Korean Peninsula and the southwestern part of the Japanese archipelago.",,,,"Vasil'eva, Ekaterina/AAY-5423-2020","Vasil'eva, Ekaterina/0000-0001-9014-2800",,,,,,,,,,,,1477-2000,1478-0933,,,,JAN 2,2020,18,1,,,,,1,11,,10.1080/14772000.2020.1737842,,APR 2020,,,,,WOS:000527600400001,,,,,,
J,"Zeeman, Z; Branch, GM; Pillay, D; von der Heyden, S",,,,"Zeeman, Zanne; Branch, George M.; Pillay, Deena; von der Heyden, Sophie",,,"Origin and genetic diversity of the invasive mussel Semimytilus algosus in South Africa, relative to source populations in Chile and Namibia",BIOLOGICAL INVASIONS,,,,,,,,,,,,"Worldwide, the spread of alien species in marine ecosystems has increased, with mussels frequently being involved. In South Africa, 91 alien and 39 cryptic marine and estuarine species, from 17 taxonomic groups, are known. Of these, three are associated with major invasions, including the Pacific mussel, Semimytilus algosus, which has rapidly spread and colonised the lower portions of rocky shores on the west coast. Semimytilus algosus is indigenous to Chile and has been introduced to Namibia. To determine the source and likely mode of introduction of S. algosus, we analysed the population genetic structure of eight populations on the west coast of South Africa and Namibia, as well as three populations in the native Chilean range. Using cytochrome c oxidase subunit I, we collected sequence data from 226 individuals sampled across the 11 localities. We detected no evidence for founder effects, as the South African and Namibian populations had comparable genetic variation to those sampled in Chile, pointing to large effective population sizes and high propagule pressure in the region. It is probable that the Namibian population originated from Chile, and that introduction took place from there to South Africa via a single and substantial natural larval dispersal that breached the biogeographic barrier created by the Luderitz upwelling cell; but we cannot discount the possibility that introduction associated with oyster aquaculture played a role. Based on comparisons with Mytilus galloprovincialis, we predict S. algosus will continue to spread in South Africa but will be confined to temperate regions; reduce limpet abundance by monopolising primary substratum and because it is too small for them to occupy its shells; and supplement food sources for predators such as oystercatchers and dogwhelks.",,,,"Pillay, Deena/G-6449-2011","Zeeman, Zanne/0000-0001-5088-0358",,,,,,,,,,,,1387-3547,1573-1464,,,,JUL,2020,22,7,,,,,2309,2323,,10.1007/s10530-020-02257-x,,APR 2020,,,,,WOS:000523094000001,,,,,,
