Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Lotterhos, KE; Whitlock, MC",,,,"Lotterhos, Katie E.; Whitlock, Michael C.",,,The relative power of genome scans to detect local adaptation depends on sampling design and statistical method,MOLECULAR ECOLOGY,,,,,,,,,,,,"Although genome scans have become a popular approach towards understanding the genetic basis of local adaptation, the field still does not have a firm grasp on how sampling design and demographic history affect the performance of genome scans on complex landscapes. To explore these issues, we compared 20 different sampling designs in equilibrium (i.e. island model and isolation by distance) and nonequilibrium (i.e. range expansion from one or two refugia) demographic histories in spatially heterogeneous environments. We simulated spatially complex landscapes, which allowed us to exploit local maxima and minima in the environment in pair' and transect' sampling strategies. We compared F-ST outlier and genetic-environment association (GEA) methods for each of two approaches that control for population structure: with a covariance matrix or with latent factors. We show that while the relative power of two methods in the same category (F-ST or GEA) depended largely on the number of individuals sampled, overall GEA tests had higher power in the island model and F-ST had higher power under isolation by distance. In the refugia models, however, these methods varied in their power to detect local adaptation at weakly selected loci. At weakly selected loci, paired sampling designs had equal or higher power than transect or random designs to detect local adaptation. Our results can inform sampling designs for studies of local adaptation and have important implications for the interpretation of genome scans based on landscape data.",,,,"Whitlock, Michael C/G-1900-2012","Whitlock, Michael/0000-0002-0782-1843",,,,,,,,,,,,0962-1083,1365-294X,,,,MAR,2015,24,5,,,,,1031,1046,,10.1111/mec.13100,,,,,,,WOS:000350246500007,25648189,,,,,
J,"Ling, SD",,,,"Ling, S. D.",,,Range expansion of a habitat-modifying species leads to loss of taxonomic diversity: a new and impoverished reef state,OECOLOGIA,,,,,,,,,,,,"Global climate change is predicted to have major negative impacts on biodiversity, particularly if important habitat-modifying species undergo range shifts. The sea urchin Centrostephanus rodgersii (Diadematidae) has recently undergone poleward range expansion to relatively cool, macroalgal dominated rocky reefs of eastern Tasmania (southeast Australia). As in its historic environment, C. rodgersii in the extended range is now found in association with a simplified Cybarrens' habitat grazed free of macroalgae. The new and important role of this habitat-modifier on reef structure and associated biodiversity was clearly demonstrated by completely removing C. rodgersii from incipient barrens patches at an eastern Tasmanian site and monitoring the macroalgal response relative to unmanipulated barrens patches. In barrens patches from which C. rodgersii was removed, there was a rapid proliferation of canopy-forming macroalgae (Ecklonia radiata and Phyllospora comosa), and within 24 months the algal community structure had converged with that of adjacent macroalgal beds where C. rodgersii grazing was absent. A notable scarcity of limpets on C. rodgersii barrens in eastern Tasmania (relative to the historic range) likely promotes rapid macroalgal recovery upon removal of the sea urchin. In the recovered macroalgal habitat, faunal composition redeveloped similar to that from adjacent intact macroalgal beds in terms of total numbers of taxa, total individuals and Shannon diversity. In contrast, the faunal community of the barrens habitat is overwhelmingly impoverished. Of 296 individual floral/faunal taxa recorded, only 72 were present within incipient barrens, 253 were present in the recovered patches, and 221 were present within intact macroalgal beds. Grazing activity of C. rodgersii results in an estimated minimum net loss of approximately 150 taxa typically associated with Tasmanian macroalgal beds in this region. Such a disproportionate effect by a single range-expanding species demonstrates that climate change may lead to unexpectedly large impacts on marine biodiversity as key habitat-modifying species undergo range modification.",,,,"Ling, Scott/J-7161-2014","Ling, Scott/0000-0002-5544-8174",,,,,,,,,,,,0029-8549,1432-1939,,,,JUL,2008,156,4,,,,,883,894,,10.1007/s00442-008-1043-9,,,,,,,WOS:000257465200015,18481099,,,,,
J,"Bilton, DT; Mirol, PM; Mascheretti, S; Fredga, K; Zima, J; Searle, JB",,,,"Bilton, DT; Mirol, PM; Mascheretti, S; Fredga, K; Zima, J; Searle, JB",,,Mediterranean Europe as an area of endemism for small mammals rather than a source for northwards postglacial colonization,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,,,,,,,,,,,,"There is a general perception that central and northern Europe were colonized by range expansion from Mediterranean refugia at the end of the last glaciation. Data from various species support this scenario, but we question its universality Our mitochondrial DNA studies on three widespread species of small mammal suggest that colonization may have occurred from glacial refugia in central Europe-western Asia. The haplotypes on the Mediterranean peninsulae are distinctive from those found elsewhere. Rather than contributing to the postglacial colonization of Europe, Mediterranean populations of widespread small mammals may represent long-term isolates undergoing allopatric speciation. This could explain the high endemism of small mammals associated with the Mediterranean peninsulae.",,,,"Zima, Jan/G-1118-2011","Searle, Jeremy/0000-0001-7710-5204; Bilton, David/0000-0003-1136-0848",,,,,,,,,,,,0962-8452,,,,,JUL 7,1998,265,1402,,,,,1219,1226,,10.1098/rspb.1998.0423,,,,,,,WOS:000074938500013,9699314,,,,,
J,"Price, DT; Alfaro, RI; Brown, KJ; Flannigan, MD; Fleming, RA; Hogg, EH; Girardin, MP; Lakusta, T; Johnston, M; McKenney, DW; Pedlar, JH; Stratton, T; Sturrock, RN; Thompson, ID; Trofymow, JA; Venier, LA",,,,"Price, David T.; Alfaro, R. I.; Brown, K. J.; Flannigan, M. D.; Fleming, R. A.; Hogg, E. H.; Girardin, M. P.; Lakusta, T.; Johnston, M.; McKenney, D. W.; Pedlar, J. H.; Stratton, T.; Sturrock, R. N.; Thompson, I. D.; Trofymow, J. A.; Venier, L. A.",,,Anticipating the consequences of climate change for Canada's boreal forest ecosystems,ENVIRONMENTAL REVIEWS,,,,,,,,,,,,"Canadian boreal woodlands and forests cover approximately 3.09 x 10(6) km(2), located within a larger boreal zone characterized by cool summers and long cold winters. Warming since the 1850s, increases in annual mean temperature of at least 2 degrees C between 2000 and 2050 are highly probable. Annual mean temperatures across the Canadian boreal zone could be 4-5 degrees C warmer than today's by 2100. All aspects of boreal forest ecosystem function are likely to be affected. Further, several potential tipping elements - where exposure to increasing changes in climate may trigger distinct shifts in ecosystem state - can be identified across the Canadian boreal zone. Approximately 40% of the forested area is underlain by permafrost, some of which is already degrading irreversibly, triggering a process of forest decline and re-establishment lasting several decades, while also releasing significant quantities of greenhouse gases that will amplify the future global warming trend. Warmer temperatures coupled with significant changes in the distribution and timing of annual precipitation are likely to cause serious tree-killing droughts in the west; east of the Great Lakes, however, where precipitation is generally nonlimiting, warming coupled with increasing atmospheric carbon dioxide may stimulate higher forest productivity. Large wildfires, which can cause serious economic losses, are expected to become more frequent, but increases in mean annual area burned will be relatively gradual. The most immediate threats could come from endemic forest insect pests that have the potential for population outbreaks in response to relatively small temperature increases. Quantifying the multiple effects of climate change will be challenging, particularly because there are great uncertainties attached to possible interactions among them, as well as with other land-use pressures. Considerable ingenuity will be needed from forest managers and scientists to address the formidable challenges posed by climate change to boreal ecosystems and develop effective strategies to adapt sustainable forest management practices to the impending changes.",,,,"Flannigan, Michael/G-6996-2015","Flannigan, Michael/0000-0002-9970-5363",,,,,,,,,,,,1208-6053,1181-8700,,,,,2013,21,4,,,,,322,365,,10.1139/er-2013-0042,,,,,,,WOS:000328470300006,,,,,,
J,"Brewer, S; Cheddadi, R; de Beaulieu, JL; Reille, M",,,,"Brewer, S; Cheddadi, R; de Beaulieu, JL; Reille, M",,Data contributors,The spread of deciduous Quercus throughout Europe since the last glacial period,FOREST ECOLOGY AND MANAGEMENT,,,,,,,,,,,,"For most of the last glacial period, which ended about 10 ka BP2, the temperate forest species were restricted to small areas (termed refugia) with a milder climate, situated mostly along the Mediterranean borderlands and around the Black Sea. Species only started to expand from these glacial period refugia with the large-scale shifts in the global climate in the late-glacial (15-10 ka BP) and the beginning of the Holocene period (10 ka BP to present). Fossil pollen data from sites across Europe have been used to reconstruct the location of refugia of the deciduous oak species, and the spread from these refugia into their current ranges. Three areas of southern Europe have been identified as refugia for deciduous Quercus: southern Iberian peninsula, southern Italian peninsula and the southern Balkan peninsula. The spread of Quercus took place in two steps. First, in the late-glacial interstadial (13-11 ka BP) Quercus spread to the central European mountains from these refugia. Second, with the stabilisation of a climate favourable to deciduous trees species in the Holocene, oak spread into northern Europe, rapidly into the north-west, and more slowly into the centre and east, due to physical barriers. The earlier distribution changes are strongly correlated with the shifts in climate, whereas the later changes are most strongly controlled by competition between species, landscape topography and other edaphic factors. By approximately 6 ka BR the deciduous oak had reached its maximum extension in Europe. Two types of refugia have been identified from the observed range expansion: primary, full glacial refugia; and secondary, temporary refugia, which supported populations of the oak during the short, climatically unfavourable late-glacial stadial. (C) 2002 Elsevier Science B.V. All rights reserved.",,,,"Stevenson, Anthony C/J-9200-2012; Andreev, Andrei/J-2701-2015; Svitavska, Helena Svobodova/D-4161-2013; Panova, Nata/M-8304-2018; Giner, Manuel Munuera/H-4799-2015; Tarasov, Pavel/ABG-3993-2020; Mitchell, Fraser/L-9292-2014; Bradshaw, Richard/H-8663-2013; Johansen, Jeffrey/F-5616-2011","Stevenson, Anthony C/0000-0002-8870-1041; Andreev, Andrei/0000-0002-8745-9636; Panova, Nata/0000-0003-1449-5182; Giner, Manuel Munuera/0000-0003-1459-3348; Tarasov, Pavel/0000-0002-7219-5009; Latalowa, Malgorzata/0000-0001-7594-5146; Bezusko, Lyudmila/0000-0001-6682-6129; Tzedakis, Polychronis/0000-0001-6072-1166; Bradshaw, Richard/0000-0002-7331-2246; Wacnik, Agnieszka/0000-0003-1104-0705; Mitchell, Fraser/0000-0002-9857-5632; Tonkov, Spassimir/0000-0002-0750-4872; Oeggl, Klaus/0000-0002-9107-0658; Brewer, Simon/0000-0002-6810-1911; Johansen, Jeffrey/0000-0002-0794-9417",,,,,,,,,,,,0378-1127,,,,,FEB 1,2002,156,1-3,,,SI,,27,48,PII S0378-1127(01)00646-6,10.1016/S0378-1127(01)00646-6,,,,,,,WOS:000174149400003,,,,,,
J,"Hitch, AT; Leberg, PL",,,,"Hitch, Alan T.; Leberg, Paul L.",,,Breeding distributions of north American bird species moving north as a result of climate change,CONSERVATION BIOLOGY,,,,,,,,,,,,"Geographic changes in species distributions toward traditionally cooler climes is one hypothesized indicator of recent global climate change. We examined distribution data on 56 bird species. If global warming is affecting species distributions across the temperate northern hemisphere, these data should show the same northward range expansions of birds that have been reported for Great Britain. Because a northward shift of distributions might be due to multidirectional range expansions for multiple species, we also examined the possibility that birds with northern distributions may be expanding their ranges southward. There was no southward expansion of birds with a northern distribution, indicating that there is no evidence of overall range expansion of insectivorous and granivorous birds in North America. As predicted, the northern limit of birds with a southern distribution showed a significant shift northward (2.35 km/year). This northward shift is similar to that observed in previous work conducted in Great Britain: the widespread nature of this shift in species distributions over two distinct geographical regions and its coincidence with a period of global warming suggests a connection with global climate change.",,,,,,,,,,,,,,,,,0888-8892,,,,,APR,2007,21,2,,,,,534,539,,10.1111/j.1523-1739.2006.00609.x,,,,,,,WOS:000245438200029,17391203,,,,,
J,"Yamano, H; Sugihara, K; Nomura, K",,,,"Yamano, Hiroya; Sugihara, Kaoru; Nomura, Keiichi",,,Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures,GEOPHYSICAL RESEARCH LETTERS,,,,,,,,,,,,"Rising temperatures caused by climatic warming may cause poleward range shifts and/or expansions in species distribution. Tropical reef corals (hereafter corals) are some of the world's most important species, being not only primary producers, but also habitat-forming species, and thus fundamental ecosystem modification is expected according to changes in their distribution. Although most studies of climate change effects on corals have focused on temperature-induced coral bleaching in tropical areas, poleward range shifts and/or expansions may also occur in temperate areas. We show the first large-scale evidence of the poleward range expansion of modern corals, based on 80 years of national records from the temperate areas of Japan, where century-long measurements of in situ sea-surface temperatures have shown statistically significant rises. Four major coral species categories, including two key species for reef formation in tropical areas, showed poleward range expansions since the 1930s, whereas no species demonstrated southward range shrinkage or local extinction. The speed of these expansions reached up to 14 km/year, which is far greater than that for other species. Our results, in combination with recent findings suggesting range expansions of tropical coral-reef associated organisms, strongly suggest that rapid, fundamental modifications of temperate coastal ecosystems could be in progress. Citation: Yamano, H., K. Sugihara, and K. Nomura (2011), Rapid poleward range expansion of tropical reef corals in response to rising sea surface temperatures, Geophys. Res. Lett., 38, L04601, doi:10.1029/2010GL046474.",,,,"Lourenco, Carla R./M-3661-2013","Lourenco, Carla R./0000-0002-6837-0986; Yamano, Hiroya/0000-0002-1549-2429",,,,,,,,,,,,0094-8276,,,,,FEB 17,2011,38,,,,,,,,L04601,10.1029/2010GL046474,,,,,,,WOS:000287521700008,,,,,,
J,"Ogden, NH; Maarouf, A; Barker, IK; Bigras-Poulin, M; Lindsay, LR; Morshed, MG; O'Callaghan, CJ; Ramay, F; Waltner-Toews, D; Charron, DF",,,,"Ogden, NH; Maarouf, A; Barker, IK; Bigras-Poulin, M; Lindsay, LR; Morshed, MG; O'Callaghan, CJ; Ramay, F; Waltner-Toews, D; Charron, DF",,,Climate change and the potential for range expansion of the Lyme disease vector Ixodes scapularis in Canada,INTERNATIONAL JOURNAL FOR PARASITOLOGY,,,,,,,,,,,,"We used an Ixodes scapularis population model to investigate potential northward spread of the tick associated with climate change. Annual degree-days > 0 degrees C limits for L scapularis establishment, obtained from tick population model simulations, were mapped using temperatures projected for the 2020s, 2050s and 2080s by two Global Climate Models (the Canadian CGCM2 and the UK HadCM3) for two greenhouse gas emission scenario enforcings 'A2' and 'B2' of the Intergovernmental Panel on Climate Change. Under scenario 'A2' using either climate model, the theoretical range for L scapularis establishment moved northwards by approximately 200 km by the 2020s and 1000 km by the 2080s. Reductions in emissions (scenario 'B2') had little effect on projected range expansion up to the 2050s, but the range expansion projected to occur between the 2050s and 2080s was less than that under scenario 'A2'. When the tick population model was driven by projected annual temperature cycles (obtained using CGCM2 under scenario 'A2'), tick abundance almost doubled by the 2020s at the current northern limit of L scapularis, suggesting that the threshold numbers of immigrating ticks needed to establish new populations will fall during the coming decades. The projected degrees of theoretical range expansion and increased tick survival by the 2020s, suggest that actual range expansion of I. scapularis may be detectable within the next two decades. Seasonal tick activity under climate change scenarios was consistent with maintenance of endemic cycles of the Lyme disease agent in newly established tick populations. The geographic range of L scapularis-borne zoonoses may, therefore, expand significantly northwards as a consequence of climate change this century. (c) 2005 Australian Society for Parasitology Inc. Published by Elsevier Ltd. All rights reserved.",,,,"Morshed, Muhammad/AAZ-6047-2020","Lindsay, Robbin/0000-0001-7236-2930",,,,,,,,,,,,0020-7519,1879-0135,,,,JAN,2006,36,1,,,,,63,70,,10.1016/j.ijpara.2005.08.016,,,,,,,WOS:000235018200007,16229849,,,,,
J,"Ramsey, J",,,,"Ramsey, Justin",,,Polyploidy and ecological adaptation in wild yarrow,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,,,,,,,,,,"Chromosome evolution in flowering plants is often punctuated by polyploidy, genome duplication events that fundamentally alter DNA content, chromosome number, and gene dosage. Polyploidy confers postzygotic reproductive isolation and is thought to drive ecological divergence and range expansion. The adaptive value of polyploidy, however, remains uncertain; ecologists have traditionally relied on observational methods that cannot distinguish effects of polyploidy per se from genic differences that accumulate after genome duplication. Here I use an experimental approach to test how polyploidy mediates ecological divergence in Achillea borealis (Asteraceae), a widespread tetraploid plant with localized hexaploid populations. In coastal California, tetraploids and hexaploids occupy mesic grassland and xeric dune habitats, respectively. Using field transplant experiments with wild-collected plants, I show that hexaploids have a fivefold fitness advantage over tetraploids in dune habitats. Parallel experiments with neohexaploids-first-generation mutants screened from a tetraploid genetic background-reveal that a 70% fitness advantage is achieved via genome duplication per se. These results suggest that genome duplication transforms features of A. borealis in a manner that confers adaptation to a novel environment.",,,,,,,,,,,,,,,,,0027-8424,,,,,APR 26,2011,108,17,,,,,7096,7101,,10.1073/pnas.1016631108,,,,,,,WOS:000289888500078,21402904,,,,,
J,"Simmons, AD; Thomas, CD",,,,"Simmons, AD; Thomas, CD",,,Changes in dispersal during species' range expansions,AMERICAN NATURALIST,,,,,,,,,,,,"Explanations for rapid species' range expansions have typically been purely ecological, with little attention given to evolutionary processes. We tested predictions for the evolution of dispersal during range expansion using four species of wing-dimorphic bush cricket (Conocephalus discolor, Conocephalus dorsalis, Metrioptera roeselii, and Metrioptera brachyptera). We observed distinct changes in dispersal in the two species with expanding ranges. Recently colonized populations at the range margin showed increased frequencies of dispersive, long-winged (macropterous) individuals, compared with longer-established populations in the range core. This increase in dispersal appeared to be short-lived because 5 - 10 years after colonization populations showed similar incidences of macroptery to populations in the range core. These changes are consistent with evolutionary change; field patterns persisted when nymphs were reared under controlled environmental conditions, and range margin individuals reared in the laboratory flew farther than range core individuals in a wind tunnel. There was also a reproductive tradeoff with dispersal in both females and males, which could explain the rapid reversion to lower rates of dispersal once populations become established. The effect of population density on wing morphology differed between populations from the range core ( no significant effect of density) and expanding range margins ( negative density dependence), which we propose is part of the mechanism of the changes in dispersal. Transient changes in dispersal are likely to be common in many species undergoing range expansion and can have major population and biogeographic consequences.",,,,"Thomas, Chris D/A-1460-2014; Thomas, Chris D/A-1894-2012","Thomas, Chris D/0000-0003-2822-1334; Thomas, Chris D/0000-0003-2822-1334",,,,,,,,,,,,0003-0147,,,,,SEP,2004,164,3,,,,,378,395,,10.1086/423430,,,,,,,WOS:000224079600010,15478092,,,,,
J,"Koehn, JD",,,,"Koehn, JD",,,Carp (Cyprinus carpio) as a powerful invader in Australian waterways,FRESHWATER BIOLOGY,,,,,,,,,,,,"1. The invasion of carp (Cyprinus carpio L.) in Australia illustrates how quickly an introduced fish species can spread and dominate fish communities. This species has become the most abundant large freshwater fish in south-east Australia, now distributed over more than 1 million km(2). 2. Carp exhibit most of the traits predicted for a successful invasive fish species. In addition, degradation of aquatic environments in south-east Australia has given them a relative advantage over native species. 3. Derivation of relative measures of 13 species-specific attributes allowed a quantitative comparison between carp and abundant native fish species across five major Australian drainage divisions. In four of six geographical regions analysed, carp differed clearly from native species in their behaviour, resource use and population dynamics. 4. Climate matching was used to predict future range expansion of carp in Australia. All Australian surface waters appear to be climatically suitable for carp. 5. This assessment strongly reinforces the need for immediate management of carp in Australia to include targeted control of human-assisted dispersal, such as use of carp as bait by anglers, distribution to new locations by anglers and the use of the 'Koi' strain in the aquarium industry. 6. Given their historical spread, dispersal mechanisms and ecological requirements, the expansion of carp across most of the remainder of Australia is to be expected.",,,,,,,,,,,,,,,,,0046-5070,1365-2427,,,,JUL,2004,49,7,,,,,882,894,,10.1111/j.1365-2427.2004.01232.x,,,,,,,WOS:000222069900003,,,,,,
J,"Ogden, NH; Lindsay, LR; Hanincova, K; Barker, IK; Bigras-Poulin, M; Charron, DF; Heagy, A; Francis, CM; O'Callaghan, CJ; Schwartz, I; Thompson, RA",,,,"Ogden, N. H.; Lindsay, L. R.; Hanincova, K.; Barker, I. K.; Bigras-Poulin, M.; Charron, D. F.; Heagy, A.; Francis, C. M.; O'Callaghan, C. J.; Schwartz, I.; Thompson, R. A.",,,Role of migratory birds in introduction and range expansion of Ixodes scapularis ticks and of Borrelia burgdorferi and Anaplasma phagocytophilum in Canada,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,,,,,,,,,,,,"During the spring in 2005 and 2006, 39,095 northward-migrating land birds were captured at 12 bird observatories in eastern Canada to investigate the role of migratory birds in northward range expansion of Lyme borreliosis, human granulocytic anaplasmosis, and their tick vector, Ixodes scapularis. The prevalence of birds carrying I. scapularis ticks (mostly nymphs) was 0.35% (95% confidence interval [CI] = 0.30 to 0.42), but a nested study by experienced observers suggested a more realistic infestation prevalence of 2.2% (95% CI = 1.18 to 3.73). The mean infestation intensity was 1.66 per bird. Overall, 15.4% of I. scapularis nymphs (95% CI = 10.7 to 20.9) were PCR positive for Borrelia burgdorferi, but only 8% (95% CI = 3.8 to 15.1) were positive when excluding nymphs collected at Long Point, Ontario, where B. burgdorferi is endemic. A wide range of ospC and rrs-rrl intergenic spacer alleles of B. burgdorferi were identified in infected ticks, including those associated with disseminated Lyme disease and alleles that are rare in the northeastern United States. Overall, 0.4% (95% CI = 0.03 to 0.41) of I. scapularis nymphs were PCR positive for Anaplasma phagocytophilum. We estimate that migratory birds disperse 50 million to 175 million I. scapularis ticks across Canada each spring, implicating migratory birds as possibly significant in I. scapularis range expansion in Canada. However, infrequent larvae and the low infection prevalence in ticks carried by the birds raise questions as to how B. burgdorferi and A. phagocytophilum become endemic in any tick populations established by bird-transported ticks.",,,,"DeHaas, Keith/I-4957-2017","Lindsay, Robbin/0000-0001-7236-2930",,,,,,,,,,,,0099-2240,,,,,MAR,2008,74,6,,,,,1780,1790,,10.1128/AEM.01982-07,,,,,,,WOS:000254065600013,18245258,,,,,
J,"Saura, S; Bodin, O; Fortin, MJ",,,,"Saura, Santiago; Bodin, Orjan; Fortin, Marie-Josee",,,Stepping stones are crucial for species' long-distance dispersal and range expansion through habitat networks,JOURNAL OF APPLIED ECOLOGY,,,,,,,,,,,,"Climate and land-use changes will require species to move large distances following shifts in their suitable habitats, which will frequently involve traversing intensively human-modified landscapes. Practitioners will therefore need to evaluate and act to enhance the degree to which habitat patches scattered throughout the landscape may function as stepping stones facilitating dispersal among otherwise isolated habitat areas. We formulate a new generalized network model of habitat connectivity that accounts for the number of dispersing individuals and for long-distance dispersal processes across generations. By doing so, we bridge the gap between complex dynamic population models, which are generally too data demanding and hence difficult to apply in practical wide-scale decision-making, and simpler static connectivity models that only consider the amount of habitat that can be reached by a single average disperser during its life span. We find that the loss of intermediate and sufficiently large stepping-stone habitat patches can cause a sharp decline in the distance that can be traversed by species (critical spatial thresholds) that cannot be effectively compensated by other factors previously regarded as crucial for long-distance dispersal (fat-tailed dispersal kernels, source population size). We corroborate our findings by showing that our model largely outperforms previous connectivity models in explaining the large-scale range expansion of a forest bird species, the Black Woodpecker Dryocopus martius, over a 20-year period. The capacity of species to exploit the opportunities created by networks of stepping-stone patches largely depends on species-specific life-history traits, suggesting that species assemblages traversing fragmented landscapes may be exposed to a spatial filtering process driving long-term changes in community composition.Synthesis and applications. Previous static connectivity models seriously underestimate the importance of stepping-stone patches in sustaining rare but crucial dispersal events. We provide a conceptually broader model that shows that stepping stones (i) must be of sufficient size to be of conservation value, (ii) are particularly crucial for the spread of species (either native or invasive) or genotypes over long distances and (iii) can effectively reduce the isolation of the largest habitat blocks in reserves, therefore largely contributing to species persistence across wide spatial and temporal scales. Previous static connectivity models seriously underestimate the importance of stepping-stone patches in sustaining rare but crucial dispersal events. We provide a conceptually broader model that shows that stepping stones (i) must be of sufficient size to be of conservation value, (ii) are particularly crucial for the spread of species (either native or invasive) or genotypes over long distances and (iii) can effectively reduce the isolation of the largest habitat blocks in reserves, therefore largely contributing to species persistence across wide spatial and temporal scales. Editor's Choice",,,,"Saura, Santiago/A-9994-2008; Bodin, Orjan/A-5098-2010","Saura, Santiago/0000-0002-5239-0763; Bodin, Orjan/0000-0002-8218-1153",,,,,,,,,,,,0021-8901,1365-2664,,,,FEB,2014,51,1,,,,,171,182,,10.1111/1365-2664.12179,,,,,,,WOS:000329846500019,,,,,,
J,"Chapple, DG; Simmonds, SM; Wong, BBM",,,,"Chapple, David G.; Simmonds, Sarah M.; Wong, Bob B. M.",,,Can behavioral and personality traits influence the success of unintentional species introductions?,TRENDS IN ECOLOGY & EVOLUTION,,,,,,,,,,,,"Unintentional species invasions are instigated by human-mediated dispersal of individuals beyond their native range. Although most introductions fail at the first hurdle, a select subset pass through each stage of the introduction process (i.e. transport, introduction, establishment and spread) to become successful invaders. Efforts to identify the traits associated with invasion success have predominately focused on deliberate introductions, which essentially bypass the initial introduction stage. Here, we highlight how behavior influences the success or failure of unintentional species introductions across each stage of the introduction process, with a particular focus on transportation and initial establishment. In addition, we emphasize how recent advances in understanding of animal personalities and individual-level behavioral variation can help elucidate the mechanisms underlying the success of stowaways.",,,,"; Chapple, David/B-9073-2008","Wong, Bob/0000-0001-9352-6500; Chapple, David/0000-0002-7720-6280",,,,,,,,,,,,0169-5347,,,,,JAN,2012,27,1,,,,,57,64,,10.1016/j.tree.2011.09.010,,,,,,,WOS:000299712900012,22001529,,,,,
J,"Jepsen, JU; Hagen, SB; Ims, RA; Yoccoz, NG",,,,"Jepsen, Jane U.; Hagen, Snorre B.; Ims, Rolf A.; Yoccoz, Nigel G.",,,Climate change and outbreaks of the geometrids Operophtera brumata and Epirrita autumnata in subarctic birch forest: evidence of a recent outbreak range expansion,JOURNAL OF ANIMAL ECOLOGY,,,,,,,,,,,,"1. Range expansions mediated by recent climate warming have been documented for many insect species, including some important forest pests. However, whether climate change also influences the eruptive dynamics of forest pest insects, and hence the ecological and economical consequences of outbreaks, is largely unresolved. 2. Using historical outbreak records covering more than a century, we document recent outbreak range expansions of two species of cyclic geometrid moth, Operophtera brumata Bkh. (winter moth) and Epirrita autumnata L. (autumnal moth), in subarctic birch forest of northern Fennoscandia. The two species differ with respect to cold tolerance, and show strikingly different patterns in their recent outbreak range expansion. 3. We show that, during the past 15-20 years, the less cold-tolerant species O. brumata has experienced a pronounced north-eastern expansion into areas previously dominated by E. autumnata outbreaks. Epirrita autumnata, on the other hand, has expanded the region in which it exhibits regular outbreaks into the coldest, most continental areas. Our findings support the suggestion that recent climate warming in the region is the most parsimonious explanation for the observed patterns. 4. The presence of O. brumata outbreaks in regions previously affected solely by E. autumnata outbreaks is likely to increase the effective duration of local outbreaks, and hence have profound implications for the subarctic birch forest ecosystem.",,,,"Yoccoz, Nigel/C-8561-2014; Hagen, Snorre/O-5220-2015","Yoccoz, Nigel/0000-0003-2192-1039; Hagen, Snorre/0000-0001-8289-7752; Jepsen, Jane Uhd/0000-0003-1517-1569",,,,,,,,,,,,0021-8790,,,,,MAR,2008,77,2,,,,,257,264,,10.1111/j.1365-2656.2007.01339.x,,,,,,,WOS:000252810400008,18070041,,,,,
J,"Roman, J",,,,"Roman, Joe",,,Diluting the founder effect: cryptic invasions expand a marine invader's range,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,,,,,,,,,,,,"Most invasion histories include an estimated arrival time, followed by range expansion. Yet, such linear progression may not tell the entire story. The European green crab (Carcinus maenas) was first recorded in the US in 1817, followed by an episodic expansion of range to the north. Its population has recently exploded in the Canadian Maritimes. Although it has been suggested that this northern expansion is the result of warming sea temperatures or cold-water adaptation, Canadian populations have higher genetic diversity than southern populations, indicating that multiple introductions have occurred in the Maritimes since the 1980s. These new genetic lineages, probably from the northern end of the green crab's native range in Europe, persist in areas that were once thought to be too cold for the original southern invasion front. It is well established that ballast water can contain a wide array of nonindigenous species. Ballast discharge can also deliver genetic variation on a level comparable to that of native populations. Such gene flow not only increases the likelihood of persistence of invasive species, but it can also rapidly expand the range of long-established nonindigenous species.",,,,"Lourenco, Carla R./M-3661-2013","Lourenco, Carla R./0000-0002-6837-0986",,,,,,,,,,,,0962-8452,1471-2954,,,,OCT 7,2006,273,1600,,,,,2453,2459,,10.1098/rspb.2006.3597,,,,,,,WOS:000240729900007,16959635,,,,,
