"DOI","Topic","value","Journal","Year","citations","influence","Title","Abstract","influenceSTD"
"10.1111/jbi.13421",7,1,"JOURNAL OF BIOGEOGRAPHY",2018,17,0.631997976944692,"Phylogeography and historical demography of the arboreal pit viper Bothrops bilineatus (Serpentes, Crotalinae) reveal multiple connections between Amazonian and Atlantic rain forests","Aim To examine historical connections between rain forest habitats in the Neotropics based on the evolutionary history of the arboreal pit viper Bothrops bilineatus. Location Amazonia and Atlantic Forest in South America. Methods We inferred phylogenetic relationships within Bothrops and phylogeographic relationships within B. bilineatus using both concatenated and species tree approaches under a Bayesian framework based on four mitochondrial and five nuclear genes. We inferred demographic history within B. bilineatus based on tests of alternative historical scenarios using coalescent simulations and Approximate Bayesian Computation. Results Phylogenetic analyses recovered four major clades within Bothrops bilineatus. The best-fit historical scenario involved colonization of the Atlantic Forest by an Amazonian ancestor around 2 Mya, followed by range expansion in the Atlantic Forest. Subsequently, there was a colonization event into the Guiana Shield from an Atlantic Forest ancestor, dating back to around 0.3 Mya. Main conclusion The complex demographic history of Bothrops bilineatus shows multiple connection events between Amazonia and the Atlantic Forest in the last 2 million years. Two previously hypothesized forest bridges, southern and northeastern, may have been involved in range expansions in this species. These results shed light on the historical processes involved in the diversification of this venomous South American snake, providing information about the historical dynamism of forested habitats in the Neotropics.",0.0288058638996154
"10.1002/eap.1724",7,1,"ECOLOGICAL APPLICATIONS",2018,22,0.877120434977677,"Current and projected cumulative impacts of fire, drought, and insects on timber volumes across Canada","Canada's forests are shaped by disturbances such as fire, insect outbreaks, and droughts that often overlap in time and space. The resulting cumulative disturbance risks and potential impacts on forests are generally not well accounted for by models used to predict future impacts of disturbances on forest. This study aims at projecting future cumulative effects of four main natural disturbances, fire, mountain pine beetle, spruce budworm and drought, on timber volumes across Canada's forests using an approach that accounts for potential overlap among disturbances. Available predictive models for the four natural disturbances were used to project timber volumes at risk under aggressive climate forcing up to 2100. Projections applied to the current vegetation suggest increases of volumes at risk related to fire, mountain pine beetle, and drought over time in many regions of Canada, but a decrease of the volume at risk related to spruce budworm. When disturbance effects are accumulated, important changes in volumes at risk are projected to occur as early as 2011-2041, particularly in central and eastern Canada. In our last simulation period covering 2071-2100, nearly all timber volumes in most of Canada's forest regions could be at risk of being affected by at least one of the four natural disturbances considered in our analysis, a six-fold increase relative to the baseline period (1981-2010). Tree species particularly vulnerable to specific disturbances (e.g., trembling aspen to drought) could suffer disproportionate increases in their volume at risk with potential impacts on forest composition. By 2100, estimated wood volumes not considered to be at risk could be lower than current annual timber harvests in central and eastern Canada. Current level of harvesting could thus be difficult to maintain without the implementation of adaptation measures to cope with these disturbances.",0.108031461607894
"10.1111/gcb.14075",7,1,"GLOBAL CHANGE BIOLOGY",2018,54,1.748959404281,"Increased intrusion of warming Atlantic water leads to rapid expansion of temperate phytoplankton in the Arctic","The Arctic Ocean and its surrounding shelf seas are warming much faster than the global average, which potentially opens up new distribution areas for temperate-origin marine phytoplankton. Using over three decades of continuous satellite observations, we show that increased inflow and temperature of Atlantic waters in the Barents Sea resulted in a striking poleward shift in the distribution of blooms of Emiliania huxleyi, a marine calcifying phytoplankton species. This species' blooms are typically associated with temperate waters and have expanded north to 76 degrees N, five degrees further north of its first bloom occurrence in 1989. E. huxleyi's blooms keep pace with the changing climate of the Barents Sea, namely ocean warming and shifts in the position of the Polar Front, resulting in an exceptionally rapid range shift compared to what is generally detected in the marine realm. We propose that as the Eurasian Basin of the Arctic Ocean further atlantifies and ocean temperatures continue to rise, E. huxleyi and other temperate-origin phytoplankton could well become resident bloom formers in the Arctic Ocean.",0.389816998529729
"10.1038/s41559-017-0453-7",7,1,"NATURE ECOLOGY & EVOLUTION",2018,17,0.631997976944692,"A southern African origin and cryptic structure in the highly mobile plains zebra","The plains zebra (Equus quagga) is an ecologically important species of the African savannah. It is also one of the most numerous and widely distributed ungulates, and six subspecies have been described based on morphological variation. However, the within-species evolutionary processes have been difficult to resolve due to its high mobility and a lack of consensus regarding the population structure. We obtained genome-wide DNA polymorphism data from more than 167,000 loci for 59 plains zebras from across the species range, encompassing all recognized extant subspecies, as well as three mountain zebras (Equus zebra) and three Grevy's zebras (Equus grevyi). Surprisingly, the population genetic structure does not mirror the morphology-based subspecies delineation, underlining the dangers of basing management units exclusively on morphological variation. We use demographic modelling to provide insights into the past phylogeography of the species. The results identify a southern African location as the most likely source region from which all extant populations expanded around 370,000 years ago. We show evidence for inclusion of the extinct and phenotypically divergent quagga (Equus quagga quagga) in the plains zebra variation and reveal that it was less divergent from the other subspecies than the northernmost (Ugandan) extant population.",0.0288058638996154
"10.1111/ele.12908",7,1,"ECOLOGY LETTERS",2018,16,0.574839563104743,"Reconstructing geographical parthenogenesis: effects of niche differentiation and reproductive mode on Holocene range expansion of an alpine plant","Asexual taxa often have larger ranges than their sexual progenitors, particularly in areas affected by Pleistocene glaciations. The reasons given for this geographical parthenogenesis' are contentious, with expansion of the ecological niche or colonisation advantages of uniparental reproduction assumed most important in case of plants. Here, we parameterized a spread model for the alpine buttercup Ranunculus kuepferi and reconstructed the joint Holocene range expansion of its sexual and apomictic cytotype across the European Alps under different simulation settings. We found that, rather than niche broadening or a higher migration rate, a shift of the apomict's niche towards colder conditions per se was crucial as it facilitated overcoming of topographical barriers, a factor likely relevant for many alpine apomicts. More generally, our simulations suggest potentially strong interacting effects of niche differentiation and reproductive modes on range formation of related sexual and asexual taxa arising from their differential sensitivity to minority cytotype disadvantage.",0.010331793686442
"10.1146/annurev-ecolsys-110617-062358",7,1,"ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS, VOL 49",2018,41,1.4792958373319,"The Contemporary Evolution of Fitness","The rate of evolution of population mean fitness informs how selection acting in contemporary populations can counteract environmental change and genetic degradation (mutation, gene flow, drift, recombination). This rate influences population increases (e.g., range expansion), population stability (e.g., cryptic eco-evolutionary dynamics), and population recovery (i.e., evolutionary rescue). We review approaches for estimating such rates, especially in wild populations. We then review empirical estimates derived from two approaches: mutation accumulation (MA) and additive genetic variance in fitness (I-Aw). MA studies inform how selection counters genetic degradation arising from deleterious mutations, typically generating estimates of <1% per generation. IAw studies provide an integrated prediction of proportional change per generation, nearly always generating estimates of <20% and, more typically, <10%. Overall, considerable, but not unlimited, evolutionary potential exists in populations facing detrimental environmental or genetic change. However, further studies with diverse methods and species are required for more robust and general insights.",0.302659512254791
"10.1111/oik.04618",7,1,"OIKOS",2018,17,0.631997976944692,"Simultaneous evolution of multiple dispersal components and kernel","Global climate is changing rapidly and is accompanied by large-scale fragmentation and destruction of habitats. Since dispersal is the first line of defense for mobile organisms to cope with such adversities in their environment, it is important to understand the causes and consequences of evolution of dispersal. Although dispersal is a complex phenomenon involving multiple dispersal-components like propensity (tendency to leave the natal patch) and ability (to travel long distances), the relationship between these traits is not always straight-forward, it is not clear whether these traits can evolve simultaneously or not, and how their interactions affect the overall dispersal profile. To investigate these issues, we subjected four large (n approximate to 2400) outbred populations of Drosophila melanogaster to artificial selection for increased dispersal, in a setup that mimicked increasing habitat fragmentation over 33 generations. The propensity and ability of the selected populations were significantly greater than the non-selected controls and the difference persisted even in the absence of proximate drivers for dispersal. The dispersal kernel evolved to have significantly greater standard deviation and reduced values of skew and kurtosis, which ultimately translated into the evolution of a greater frequency of long-distance dispersers (LDDs). We also found that although sex-biased dispersal exists in D. melanogaster, its expression can vary depending on which dispersal component is being measured and the environmental condition under which dispersal takes place. Interestingly though, there was no difference between the two sexes in terms of dispersal evolution. We discuss possible reasons for why some of our results do not agree with previous laboratory and field studies. The rapid evolution of multiple components of dispersal and the kernel, expressed even in the absence of stress, indicates that dispersal evolution cannot be ignored while investigating eco-evolutionary phenomena like speed of range expansion, disease spread, evolution of invasive species and destabilization of metapopulation dynamics.",0.0288058638996154
"10.1002/ecs2.1844",7,1,"ECOSPHERE",2017,26,0.656918232021224,"Anthropogenic factors predict movement of an invasive species","Humans are playing an increasingly large role in the expansion of invasive species' distributions, but few (if any) studies have evaluated anthropogenic factors associated with intentional translocation of invasives. The wild pig (Sus scrofa) is an extremely destructive and rapidly expanding invasive species whose movement is thought to be facilitated by humans. We sought to (1) identify a suite of genetic markers that can be applied to population genetic analyses of wild pigs, (2) find quantitative evidence of human-mediated dispersal of wild pigs, and (3) determine which anthropogenic factors were associated with their translocation. We identified 43 polymorphic microsatellite loci and employed population genetic analyses to evaluate population structure and movement of wild pigs among populations in California, USA. Hierarchical Bayesian models were used to evaluate the influence of anthropogenic covariates on wild pig movement, and to predict migration risk. Natural dispersal of wild pigs among populations was low, as indicated by a large number of genetic clusters (K = 21), significant population differentiation, and low rates of recent migration. This suggests that the observed movement resulted from human-mediated translocation. Movement of pigs was positively predicted by the number of domestic pig farms, the number of captive game hunting farms, the amount of public land, the number of wild pigs harvested by hunters, and the number of game outfitters. While hunting has been hypothesized to play a role in wild pig movement, our study is the first to provide quantitative evidence of such a relationship. We argue that future efforts to manage invasive species must consider the potential role of humans in their dispersal.",0.0368602956286549
"10.1007/s00442-017-3865-9",7,1,"OECOLOGIA",2017,25,0.619177904038377,"Weathering the storm: how lodgepole pine trees survive mountain pine beetle outbreaks","Recent mountain pine beetle outbreaks in western North America killed millions of lodgepole pine trees, leaving few survivors. However, the mechanism underlying the ability of trees to survive bark beetle outbreaks is unknown, but likely involve phytochemicals such as monoterpenes and fatty acids that can drive beetle aggregation and colonization on their hosts. Thus, we conducted a field survey of beetle-resistant lodgepole pine (Pinus contorta) trees to retrospectively deduce whether these phytochemicals underlie their survival by comparing their chemistry to that of non-attacked trees in the same stands. We also compared beetle attack characteristics between resistant and beetle-killed trees. Beetle-killed trees had more beetle attacks and longer ovipositional galleries than resistant trees, which also lacked the larval establishment found in beetle-killed trees. Resistant trees contained high amounts of toxic and attraction-inhibitive compounds and low amounts of pheromone-precursor and synergist compounds. During beetle host aggregation and colonization, these compounds likely served three critical roles in tree survival. First, low amounts of pheromoneprecursor (alpha-pinene) and synergist (mycrene, terpinolene) compounds reduced or prevented beetles from attracting conspecifics to residual trees. Second, high amounts of 4-allyanisole further inhibited beetle attraction to its pheromone. Finally, high amounts of toxic limonene, 3-carene, 4-allyanisole, alpha-linolenic acid, and linoleic acid inhibited beetle gallery establishment and oviposition. We conclude that the variation of chemotypic expression of local plant populations can have profound ecological consequences including survival during insect outbreaks.",0.0246623107269811
"10.1098/rspb.2017.0256",7,1,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2017,37,0.99866752574328,"Winter range expansion of a hummingbird is associated with urbanization and supplementary feeding","Anthropogenic changes to the landscape and climate cause novel ecological and evolutionary pressures, leading to potentially dramatic changes in the distribution of biodiversity. Warm winter temperatures can shift species' distributions to regions that were previously uninhabitable. Further, urbanization and supplementary feeding may facilitate range expansions and potentially reduce migration tendency. Here we explore how these factors interact to cause non-uniform effects across a species's range. Using 17 years of data from the citizen science programme Project Feeder Watch, we examined the relationships between urbanization, winter temperatures and the availability of supplementary food (i.e. artificial nectar) on the winter range expansion (more than 700 km northward in the past two decades) of Anna's hummingbirds (Calypte anna). We found that Anna's hummingbirds have colonized colder locations over time, were more likely to colonize sites with higher housing density and were more likely to visit feeders in the expanded range compared to the historical range. Additionally, their range expansion mirrored a corresponding increase over time in the tendency of people to provide nectar feeders in the expanded range. This work illustrates how humans may alter the distribution and potentially the migratory behaviour of species through landscape and resource modification.",0.147316482625068
"10.1098/rspb.2017.0007",7,1,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2017,25,0.619177904038377,"Genetic variation during range expansion: effects of habitat novelty and hybridization","How species' ranges evolve remains an enduring problem in ecology and evolutionary biology. Species' range limits are potentially set by the inability of peripheral populations to adapt to range-edge habitat. Indeed, peripheral populations are often assumed to have reduced genetic diversity and population sizes, which limit evolvability. However, support for this assumption is mixed, possibly because the genetic effects of range expansion depend on two factors: the extent that habitat into which expansion occurs is novel and sources of gene flow. Here, we used spadefoot toads, Spea bombifrons, to contrast the population genetic effects of expansion into novel versus non-novel habitat. We further evaluated gene flow from conspecifics and from heterospecifics via hybridization with a resident species. We found that range expansion into novel habitat, relative to non-novel habitat, resulted in higher genetic differentiation, lower conspecific gene flow and bottlenecks. Moreover, we found that hybridizing with a resident species introduced genetic diversity in the novel habitat. Our results suggest the evolution of species' ranges can depend on the extent of differences in habitat between ancestral and newly occupied ranges. Furthermore, our results highlight the potential for hybridization with a resident species to enhance genetic diversity during expansions into novel habitat.",0.0246623107269811
"10.1086/690673",7,1,"AMERICAN NATURALIST",2017,59,1.45542592823899,"Local Adaptation Interacts with Expansion Load during Range Expansion: Maladaptation Reduces Expansion Load","The biotic and abiotic factors that facilitate or hinder species range expansions are many and complex. We examine the impact of two genetic processes and their interaction on fitness at expanding range edges: local maladaptation resulting from the presence of an environmental gradient and expansion load resulting from increased genetic drift at the range edge. Results from spatially explicit simulations indicate that the presence of an environmental gradient during range expansion reduces expansion load; conversely, increasing expansion load allows only locally adapted populations to persist at the range edge. Increased maladaptation reduces the speed of range expansion, resulting in less genetic drift at the expanding front and more immigration from the range center, therefore reducing expansion load at the range edge. These results may have ramifications for species being forced to shift their ranges because of climate change or other anthropogenic changes. If rapidly changing climate leads to faster expansion as populations track their shifting climatic optima, populations may suffer increased expansion load beyond previous expectations.",0.294944561000211
"10.1002/ece3.2872",7,1,"ECOLOGY AND EVOLUTION",2017,27,0.693285876192098,"RAD sequencing reveals genomewide divergence between independent invasions of the European green crab (Carcinus maenas) in the Northwest Atlantic","Genomic studies of invasive species can reveal both invasive pathways and functional differences underpinning patterns of colonization success. The European green crab (Carcinus maenas) was initially introduced to eastern North America nearly 200years ago where it expanded northwards to eastern Nova Scotia. A subsequent invasion to Nova Scotia from a northern European source allowed further range expansion, providing a unique opportunity to study the invasion genomics of a species with multiple invasions. Here, we use restriction-site-associated DNA sequencing-derived SNPs to explore fine-scale genomewide differentiation between these two invasions. We identified 9137 loci from green crab sampled from 11 locations along eastern North America and compared spatial variation to mitochondrial COI sequence variation used previously to characterize these invasions. Overall spatial divergence among invasions was high (pairwise F-ST similar to 0.001 to 0.15) and spread across many loci, with a mean F-ST similar to 0.052 and 52% of loci examined characterized by F-ST values >0.05. The majority of the most divergent loci (i.e., outliers, similar to 1.2%) displayed latitudinal clines in allele frequency highlighting extensive genomic divergence among the invasions. Discriminant analysis of principal components (both neutral and outlier loci) clearly resolved the two invasions spatially and was highly correlated with mitochondrial divergence. Our results reveal extensive cryptic intraspecific genomic diversity associated with differing patterns of colonization success and demonstrates clear utility for genomic approaches to delineating the distribution and colonization success of aquatic invasive species.",0.048614617814392
"10.1111/1365-2745.12670",7,1,"JOURNAL OF ECOLOGY",2017,26,0.656918232021224,"Invasion success in polyploids: the role of inbreeding in the contrasting colonization abilities of diploid versus tetraploid populations of Centaurea stoebe s.I.","As a consequence of founder effects, inbreeding can hamper colonization success: First, in species with self-incompatibility controlled by an S-locus, inbreeding may decrease cross-compatibility, mainly due to the sharing of identical S-alleles between closely related mating partners. Secondly, inbreeding can reduce fitness of inbred relative to outbred offspring (i.e. inbreeding depression). Polyploids often show reduced inbreeding depression compared to diploids, which may contribute to the overrepresentation of polyploids among invasive species. This is the first study that tests how the effects of inbreeding differ between geocytotypes (i.e. ploidy levels within a given range). Our model organism, Centaurea stoebe, is strictly self-incompatible and comprises three geocytotypes: diploids are more frequent than tetraploids in the native range, while only tetraploids occur in the invasive range. We conducted a breeding experiment (sib-mating vs. outcrossing) with 14 native diploid, 13 native tetraploid and 15 invasive tetraploid populations. We recorded cross-compatibility and estimated a cumulative index for offspring fitness. Since frequent inbreeding can result in purging of genetic load responsible for inbreeding depression, our analyses included a metric for within-population relatedness, based on eight microsatellite markers, to assess the effect of purging. Inbreeding was found to reduce cross-compatibility, which was similarly pronounced in diploids and tetraploids. It also caused inbreeding depression in cumulative fitness, which was significant in diploids but not in tetraploids. No evidence of purging was observed as inbred fitness was not affected by within-population relatedness. Synthesis. Our results provide new insights into the contrasting invasion success of the cytotypes of C.stoebe. As the effects of cross-compatibility and purging were comparable between cytotypes, both processes can be ruled out to affect the colonization success of diploids versus tetraploids. Our findings are consistent with the hypothesis that polyploidy increases the masking of recessive mutations, which maintains high fitness in inbred tetraploids and may thus facilitate colonization of new ranges. We highlight that reduced inbreeding depression may add to previously acknowledged advantages of polyploids in range expansions, a mechanism that may hitherto have been underestimated due to a lack of data on variation in inbreeding depression across geocytotypes.",0.0368602956286549
"10.1111/jbi.12903",7,1,"JOURNAL OF BIOGEOGRAPHY",2017,26,0.656918232021224,"Bimodal latitudinal species richness and high endemicity of razor clams (Mollusca)","AimTo examine the global distribution, endemicity, and latitudinal gradients of species richness of razor clams, family Solenidae. LocationGlobal. MethodsA total of 3105 distribution records for 77 Solen and Solena species were used. Species richness was plotted in 5 degrees latitude-longitude cells and related to environmental variables. ResultsThe north-west Pacific and the Indo-West Pacific have the highest species richness (about 85% of all species)-mostly in the Sea of Japan, China Sea, the Gulf of Thailand and the Andaman Sea. Cluster analysis of similarity patterns of species composition (i.e., presence of Solenidae species) for 5 degrees latitudinal-longitudinal grid cells showed 16 significant biogeographical regions that concur with existing marine biogeographical hypotheses. More than half of the species were endemic to specific biogeographical regions. The geographical distribution of species in 5 degrees latitudinal bands showed a significant bimodal pattern. Global patterns of species richness increased from the poles to intermediate latitudes and dipped near the equator. A non-linear relationship between species richness and mean sea-surface temperature (SST) values was compatible with this bimodal pattern. Two inflection points of species richness with correlation of SST at 12 degrees C (low species richness) and 28 degrees C (high species richness) were coincident with the bimodal latitudinal species richness pattern. Species richness was highly positively correlated with mean SST over all latitudes, and within the Northern and Southern Hemispheres. Species richness decreased with SST range over all latitudes and in the Northern Hemisphere. Species richness also decreased with chlorophyll-a concentration and primary productivity, but increased with ocean area in the Northern Hemisphere (only). Main conclusionsThe latitudinal distribution in species richness of Solenidae peaked at 10 degrees N and 25 degrees S rather than at the equator, exhibiting a strongly bimodal pattern that is likely to be temperature driven.",0.0368602956286549
"10.1098/rspb.2016.1762",7,1,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,65,1.26974922047358,"Global population divergence and admixture of the brown rat (Rattus norvegicus)","Native to China and Mongolia, the brown rat (Rattus norvegicus) nowenjoys a worldwide distribution. While black rats and the house mouse tracked the regional development of human agricultural settlements, brown rats did not appear in Europe until the 1500s, suggesting their range expansion was a response to relatively recent increases in global trade. We inferred the global phylogeography of brown rats using 32 k SNPs, and detected 13 evolutionary clusters within five expansion routes. One cluster arose following a southward expansion into Southeast Asia. Three additional clusters arose from two independent eastward expansions: one expansion from Russia to the Aleutian Archipelago, and a second to western North America. Westward expansion resulted in the colonization of Europe from which subsequent rapid colonization of Africa, the Americas and Australasia occurred, and multiple evolutionary clusters were detected. An astonishing degree of fine-grained clustering between and within sampling sites underscored the extent to which urban heterogeneity shaped genetic structure of commensal rodents. Surprisingly, few individuals were recent migrants, suggesting that recruitment into established populations is limited. Understanding the global population structure of R. norvegicus offers novel perspectives on the forces driving the spread of zoonotic disease, and aids in development of rat eradication programmes.",0.234932319481155
"10.1016/j.tree.2016.06.010",7,1,"TRENDS IN ECOLOGY & EVOLUTION",2016,41,0.817764096730524,"The Tangled Evolutionary Legacies of Range Expansion and Hybridization","Spatial sorting of dispersal-enhancing traits has been implicated in substantial directional changes in the phenotypic and genotypic makeup of populations undergoing range expansion. We explore here the evolutionary consequences of such changes when two divergent lineages come into secondary contact. We combine instances from the study of contemporary range expansions and historical hybridizations, and highlight links between dispersal, sexual, and physiological traits during the non-equilibrium conditions imposed by range expansions. We argue that a stronger research focus on processes of spatial sorting of multiple traits will improve our understanding of subsequent hybridization dynamics and their evolutionary outcomes, including genomic introgression and speciation.",0.0888470041202301
"10.1098/rspb.2016.0443",7,1,"PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES",2016,37,0.717680638173541,"Crop domestication facilitated rapid geographical expansion of a specialist pollinator, the squash bee Peponapis pruinosa","Squash was first domesticated in Mexico and is now found throughout North America (NA) along with Peponapis pruinosa, a pollen specialist bee species of the squash genus Cucurbita. The origin and spread of squash cultivation is well-studied archaeologically and phylogenetically; however, no study has documented how cultivation of this or any other crop has influenced species in mutualistic interactions. We used molecular markers to reconstruct the demographic range expansion and colonization routes of P. pruinosa from its native range into temperate NA. Populations east of the Rocky Mountains expanded from the wild host plant's range in Mexico and were established by a series of founder events. Eastern North America was most likely colonized from squash bee populations in the present-day continental Midwest USA and not from routes that followed the Gulf and Atlantic coasts from Mexico. Populations of P. pruinosa west of the Rockies spread north from the warm deserts much more recently, showing two genetically differentiated populations with no admixture: one in California and the other one in eastern Great Basin. These bees have repeatedly endured severe bottlenecks as they colonized NA, following human spread of their Cucurbita pollen hosts during the Holocene.",0.0564992058461868
"10.1186/s12898-016-0070-3",7,1,"BMC ECOLOGY",2016,103,1.72448537758853,"Seasonal cues induce phenotypic plasticity of Drosophila suzukii to enhance winter survival","Background: As global climate change and exponential human population growth intensifies pressure on agricultural systems, the need to effectively manage invasive insect pests is becoming increasingly important to global food security. Drosophila suzukii is an invasive pest that drastically expanded its global range in a very short time since 2008, spreading to most areas in North America and many countries in Europe and South America. Preliminary ecological modeling predicted a more restricted distribution and, for this reason, the invasion of D. suzukii to northern temperate regions is especially unexpected. Investigating D. suzukii phenology and seasonal adaptations can lead to a better understanding of the mechanisms through which insects express phenotypic plasticity, which likely enables invasive species to successfully colonize a wide range of environments. Results: We describe seasonal phenotypic plasticity in field populations of D. suzukii. Specifically, we observed a trend of higher proportions of flies with the winter morph phenotype, characterized by darker pigmentation and longer wing length, as summer progresses to winter. A laboratory-simulated winter photoperiod and temperature (12: 12 L:D and 10 degrees C) were sufficient to induce the winter morph phenotype in D. suzukii. This winter morph is associated with increased survival at 1 degrees C when compared to the summer morph, thus explaining the ability of D. suzukii to survive cold winters. We then used RNA sequencing to identify gene expression differences underlying seasonal differences in D. suzukii physiology. Winter morph gene expression is consistent with known mechanisms of cold-hardening such as adjustments to ion transport and up-regulation of carbohydrate metabolism. In addition, transcripts involved in oogenesis and DNA replication were down-regulated in the winter morph, providing the first molecular evidence of a reproductive diapause in D. suzukii. Conclusions: To date, D. suzukii cold resistance studies suggest that this species cannot overwinter in northern locations, e.g. Canada, even though they are established pests in these regions. Combining physiological investigations with RNA sequencing, we present potential mechanisms by which D. suzukii can overwinter in these regions. This work may contribute to more accurate population models that incorporate seasonal variation in physiological parameters, leading to development of better management strategies.",0.381906791490363
"10.1111/gcb.13075",7,1,"GLOBAL CHANGE BIOLOGY",2016,45,0.908735874936251,"Past and future evolution of Abies alba forests in Europe - comparison of a dynamic vegetation model with palaeo data and observations","Information on how species distributions and ecosystem services are impacted by anthropogenic climate change is important for adaptation planning. Palaeo data suggest that Abies alba formed forests under significantly warmer-than-present conditions in Europe and might be a native substitute for widespread drought-sensitive temperate and boreal tree species such as beech (Fagus sylvatica) and spruce (Picea abies) under future global warming conditions. Here, we combine pollen and macrofossil data, modern observations, and results from transient simulations with the LPX-Bern dynamic global vegetation model to assess past and future distributions of A.alba in Europe. LPX-Bern is forced with climate anomalies from a run over the past 21000years with the Community Earth System Model, modern climatology, and with 21st-century multimodel ensemble results for the high-emission RCP8.5 and the stringent mitigation RCP2.6 pathway. The simulated distribution for present climate encompasses the modern range of A.alba, with the model exceeding the present distribution in north-western and southern Europe. Mid-Holocene pollen data and model results agree for southern Europe, suggesting that at present, human impacts suppress the distribution in southern Europe. Pollen and model results both show range expansion starting during the BOlling-AllerOd warm period, interrupted by the Younger Dryas cold, and resuming during the Holocene. The distribution of A.alba expands to the north-east in all future scenarios, whereas the potential (currently unrealized) range would be substantially reduced in southern Europe under RCP8.5. A.alba maintains its current range in central Europe despite competition by other thermophilous tree species. Our combined palaeoecological and model evidence suggest that A.alba may ensure important ecosystem services including stand and slope stability, infrastructure protection, and carbon sequestration under significantly warmer-than-present conditions in central Europe.",0.118249832244464
"10.1111/jbi.12610",7,1,"JOURNAL OF BIOGEOGRAPHY",2016,51,1.03133819702858,"Evolutionary history of the subnival flora of the Himalaya-Hengduan Mountains: first insights from comparative phylogeography of four perennial herbs","Aim The Himalaya-Hengduan Mountain (HHM) biodiversity hotspot including the 'sky islands' of Southwest China harbour exceptional plant diversity and endemicity at subnival summits (most of them exceeding 4300 m a.s.l.). This study is the first using a comparative phylogeographical framework to gain insights into the temporal origin of this highly fragmented subnival flora, and the historical factors shaping its genetic architecture as exemplified by four perennial herbs. Location Himalaya-Hengduan Mountains, China. Methods Based on nuclear and/or chloroplast (cp) DNA sequences for each of the four studied species, we performed AMOVA and mismatch distributional analyses to assess molecular structure, diversity and demographic history in relation to current and last glacial distributions using ecological niche modelling (ENM). Time-calibrated phylogenetic reconstructions of cpDNA data were used to infer species-specific stem and crown ages. Results Our time estimates suggest that these species originated during the Late Pliocene or early-to-mid Pleistocene, whereas their onset of diversification generally falls into the mid-Pleistocene. All four species exhibited island-like population genetic structures, with all of them showing signatures of recent population growth and/or spatial expansion based on cpDNA. By contrast, ENM indicated that species broad-scale distributions remained fairly stable over the last glacial/post-glacial cycle. Main conclusions The temporal origin of the four subnival HHM species is likely associated with tectonic changes in the region, while their near-simultaneous onset of diversification during the 'Naynayxungla Glaciation' (0.720.50 Ma) could reflect initial population divergence through climate-induced habitat fragmentation. Despite a rather stable distributional history, geographical population isolation and localized range expansion/contractions likely resulted in significant genetic structure and differentiation over the last glacial/ post-glacial cycle. Overall, the present results are strongly indicative of shared evolutionary histories and phylogeographical structures among subnival plants from the 'sky island system' of the HHM region.",0.157875912719231
"10.1111/ele.12493",7,1,"ECOLOGY LETTERS",2015,72,1.12792085556652,"The role of life history traits in mammalian invasion success","Why some organisms become invasive when introduced into novel regions while others fail to even establish is a fundamental question in ecology. Barriers to success are expected to filter species at each stage along the invasion pathway. No study to date, however, has investigated how species traits associate with success from introduction to spread at a large spatial scale in any group. Using the largest data set of mammalian introductions at the global scale and recently developed phylogenetic comparative methods, we show that human-mediated introductions considerably bias which species have the opportunity to become invasive, as highly productive mammals with longer reproductive lifespans are far more likely to be introduced. Subsequently, greater reproductive output and higher introduction effort are associated with success at both the establishment and spread stages. High productivity thus supports population growth and invasion success, with barriers at each invasion stage filtering species with progressively greater fecundity.",0.189092223588196
"10.1111/jbi.12553",7,1,"JOURNAL OF BIOGEOGRAPHY",2015,42,0.598661530111688,"Latitudinal shift in thermal niche breadth results from thermal release during a climate-mediated range expansion","AimClimate change is currently altering the geographical distribution of species, but how this process contributes to biogeographical variation in ecological traits is unknown. Range-shifting species are predicted to encounter and respond to new selective regimes during their expansion phase, but also carry historical adaptations to their ancestral range. We sought to identify how historical and novel components of the environment interact to shape latitudinal trends in thermal tolerance, thermal tolerance breadth and phenotypic plasticity of a range-shifting species. LocationSouthern and central Sweden. MethodsTo evaluate phenotypic responses to changes in the thermal selective environment, we experimentally determined the upper and lower thermal tolerances of >2000 wild-caught damselflies (Ischnura elegans) from populations distributed across core and expanding range-edge regions. We then identified changing correlations between thermal tolerance, climate and recent weather events across the range expansion. Niche modelling was employed to evaluate the relative contributions of varying climatic selective regimes to overall habitat suitability for the species in core versus range-edge regions. ResultsUpper thermal tolerance exhibited local adaptation to climate in the core region, but showed evidence of having been released from thermal selection during the current range expansion. In contrast, chill coma recovery exhibited local adaptation across the core region and range expansion, corresponding to increased climatic variability at higher latitudes. Adaptive plasticity of lower thermal tolerances (acclimation ability) increased towards the northern, expanding range edge. Main conclusionsOur results suggest micro-evolutionary mechanisms for several large-scale and general biogeographical patterns, including spatially and latitudinally invariant heat tolerances (Brett's rule) and increased thermal acclimation rates and niche breadths at higher latitudes. Population-level processes unique to climate-mediated range expansions may commonly underpin many broader, macro-physiological trends.",0.0180312496639033
